,x_nose,y_nose,c_nose,x_left_eye,y_left_eye,c_left_eye,x_right_eye,y_right_eye,c_right_eye,x_left_ear,y_left_ear,c_left_ear,x_right_ear,y_right_ear,c_right_ear,x_left_shoulder,y_left_shoulder,c_left_shoulder,x_right_shoulder,y_right_shoulder,c_right_shoulder,x_left_elbow,y_left_elbow,c_left_elbow,x_right_elbow,y_right_elbow,c_right_elbow,x_left_wrist,y_left_wrist,c_left_wrist,x_right_wrist,y_right_wrist,c_right_wrist,x_left_hip,y_left_hip,c_left_hip,x_right_hip,y_right_hip,c_right_hip,x_left_knee,y_left_knee,c_left_knee,x_right_knee,y_right_knee,c_right_knee,x_left_ankle,y_left_ankle,c_left_ankle,x_right_ankle,y_right_ankle,c_right_ankle,frame
10,0.16345623,0.49527758,0.4221664,0.16150267,0.48221236,0.51496756,0.16262849,0.5063857,0.54202884,0.17066924,0.4623546,0.57185024,0.17212972,0.53067154,0.5536245,0.20489603,0.36787483,0.63186145,0.20830575,0.60706824,0.66206634,0.38709557,0.36761746,0.6350212,0.37406763,0.62974113,0.7189838,0.47425008,0.42906353,0.33930287,0.4702381,0.56477106,0.30682808,0.43740726,0.4300196,0.52471983,0.43607736,0.5843896,0.62228113,0.67012155,0.37264165,0.6761005,0.66924995,0.61884534,0.6003132,0.95845723,0.36626348,0.58557177,0.9601609,0.6336745,0.47570312,10
11,0.18287858,0.49515566,0.51478016,0.17607537,0.48087627,0.5109807,0.17939988,0.5075278,0.5248425,0.1857748,0.4596064,0.60067165,0.18894546,0.53146243,0.6373006,0.21855342,0.37022233,0.56018245,0.22180346,0.6087662,0.65248466,0.4058617,0.36770797,0.6560524,0.38634682,0.6313433,0.6301719,0.48700926,0.4171098,0.3326183,0.49275392,0.58839667,0.33916008,0.45891508,0.4219095,0.6551922,0.45030063,0.581874,0.6939026,0.6707994,0.37298688,0.68789226,0.66531146,0.6192957,0.64253986,0.95474505,0.3657967,0.64354366,0.95436513,0.6351261,0.5670766,11
12,0.19615833,0.49943155,0.5035292,0.19048879,0.48331282,0.43137547,0.19464704,0.51440614,0.47559023,0.20361702,0.45992216,0.6094584,0.20738438,0.5377863,0.7106046,0.23783408,0.37255758,0.56865877,0.24551708,0.6098676,0.83348805,0.41599616,0.36827683,0.65278786,0.4085954,0.63390535,0.67063236,0.5002888,0.4057951,0.2839083,0.513565,0.6103637,0.27111083,0.4654803,0.4244952,0.7253051,0.45965767,0.5949211,0.7241664,0.6785046,0.3738205,0.6191734,0.6739058,0.6199404,0.71706074,0.94946253,0.3644545,0.6866205,0.96321696,0.6298065,0.61046267,12
13,0.2116377,0.49798867,0.49589798,0.20296574,0.48403355,0.5197159,0.20758066,0.5122714,0.49498996,0.21422158,0.46217427,0.5995475,0.21802638,0.5373018,0.712047,0.26017845,0.37100744,0.74627006,0.26267287,0.6102915,0.8644498,0.44506073,0.36750123,0.62959695,0.43193227,0.6348583,0.6122336,0.55366594,0.3938615,0.3615395,0.5519154,0.62086284,0.21780793,0.47529012,0.43225724,0.6042879,0.4713781,0.5966222,0.75188214,0.6864494,0.37339935,0.65264666,0.69334954,0.62138176,0.6192882,0.9536389,0.36509928,0.6622719,0.956735,0.63143486,0.5689839,13
14,0.23330846,0.4974252,0.55584776,0.22650304,0.47968516,0.39291698,0.22723542,0.5088266,0.44634148,0.23348998,0.46164286,0.533729,0.23280452,0.5330559,0.6289168,0.2729656,0.37947163,0.61194277,0.27620924,0.6036483,0.8237457,0.45690724,0.36944002,0.53104556,0.45101482,0.63151574,0.4037902,0.54632634,0.3889473,0.18059511,0.5794357,0.62616074,0.19118167,0.4946041,0.43485218,0.69170904,0.48822862,0.59947336,0.7472774,0.7018033,0.37002763,0.6436499,0.7048429,0.6211946,0.6757331,0.9514401,0.36734554,0.7081276,0.96249545,0.6261616,0.64878654,14
15,0.25469407,0.49674243,0.54183084,0.2489337,0.48259386,0.4821314,0.24847016,0.5088179,0.4576284,0.25740492,0.45971376,0.47838122,0.2541369,0.53707206,0.6202405,0.29407215,0.37777287,0.8306271,0.291618,0.60246515,0.7556535,0.47725165,0.3676591,0.6580024,0.47373784,0.635138,0.54996455,0.55262095,0.38751277,0.22254995,0.5932482,0.6275573,0.22573137,0.5089402,0.43500257,0.7303534,0.5067489,0.5999354,0.7600262,0.71143043,0.37675005,0.7259308,0.7157683,0.6232513,0.7293333,0.9502863,0.36745474,0.73313814,0.9459661,0.6371417,0.580108,15
16,0.27390507,0.49953818,0.436855,0.26742828,0.48237246,0.37544385,0.26735774,0.5142322,0.32163256,0.2776225,0.4577474,0.424498,0.2720986,0.5400362,0.42403308,0.30632138,0.3753259,0.70143247,0.3128094,0.60976285,0.7709581,0.48980612,0.36771297,0.5465658,0.49202082,0.64152384,0.7083132,0.5612045,0.39718133,0.1843974,0.6004275,0.628418,0.2415423,0.5126645,0.4337523,0.645648,0.5098064,0.6009732,0.7683314,0.70665026,0.377343,0.649225,0.71635866,0.6248952,0.6938143,0.95816416,0.36178884,0.75034285,0.91977924,0.6388562,0.35514432,16
17,0.28486544,0.501153,0.3707462,0.28101674,0.48551294,0.52952534,0.28112283,0.5142065,0.46275723,0.29075927,0.45946926,0.6114708,0.28898817,0.5401057,0.68702894,0.32419446,0.37632406,0.7674599,0.32248557,0.6023578,0.6234385,0.4912293,0.3720823,0.38489673,0.50331694,0.6386502,0.6476378,0.5572489,0.38938153,0.18739219,0.6122191,0.6319406,0.2295521,0.5279836,0.44916257,0.60723746,0.5269856,0.6048945,0.7377447,0.7132484,0.37663147,0.70402575,0.72591156,0.62948215,0.67332983,0.95187426,0.35937282,0.7239312,0.91251653,0.65288633,0.35256562,17
18,0.30330884,0.49694544,0.41257587,0.29346687,0.48691934,0.44143558,0.2953493,0.51083827,0.53759134,0.30016023,0.46526146,0.59495556,0.30068052,0.5355982,0.7461833,0.3348878,0.38020346,0.74981755,0.33649343,0.5996617,0.544531,0.5069744,0.36542314,0.5309209,0.5090993,0.6377669,0.6104944,0.5475253,0.39515448,0.273215,0.58724695,0.6260152,0.1479455,0.5545879,0.44474718,0.70665526,0.5515579,0.6017487,0.77705896,0.72338784,0.37214136,0.6729971,0.737733,0.63054276,0.5489768,0.9475244,0.36626026,0.6889497,0.9267761,0.64717376,0.42563146,18
19,0.30863458,0.49913213,0.4495311,0.30136532,0.4851653,0.5506978,0.3028,0.5064734,0.52427906,0.30860043,0.47013864,0.7129277,0.30946898,0.5291679,0.6843946,0.34828883,0.38791054,0.68923163,0.34780034,0.58890283,0.8203238,0.5244786,0.37138563,0.56002295,0.5231719,0.64138484,0.5995008,0.5654305,0.39246497,0.26375955,0.58542657,0.6198106,0.19816637,0.61428714,0.44039333,0.6882317,0.6159947,0.6011652,0.69483835,0.70344603,0.3580293,0.4225631,0.7329866,0.6345965,0.26976883,0.94753236,0.36050305,0.67698073,0.9278368,0.6506667,0.31785372,19
20,0.32040447,0.4945091,0.6172962,0.31378573,0.4806652,0.4325826,0.31446743,0.5046624,0.40555376,0.32427928,0.4617548,0.6203694,0.32566327,0.52913123,0.724342,0.3622299,0.37773055,0.65883523,0.3611183,0.5912267,0.8036932,0.54048574,0.3671746,0.57075095,0.53127813,0.6438104,0.68272066,0.5846579,0.399903,0.22675017,0.60504735,0.6300755,0.25744876,0.63413537,0.43332142,0.44265804,0.6334002,0.59700346,0.49853793,0.68356943,0.35757038,0.33912763,0.7032098,0.63238,0.30465478,0.9521637,0.36313164,0.6996391,0.924323,0.65224886,0.37119114,20
21,0.333847,0.4970262,0.51426005,0.32710004,0.48116338,0.4717048,0.32936716,0.5083164,0.5129365,0.3336748,0.46061015,0.5164341,0.3348027,0.5347379,0.62976766,0.37944564,0.37065455,0.7535977,0.37712294,0.6025233,0.67763567,0.55426586,0.36188537,0.49998662,0.55129004,0.64272094,0.5008484,0.59190077,0.41276214,0.21958259,0.613709,0.60659266,0.23369783,0.65593547,0.4302631,0.5120062,0.65499645,0.5962314,0.4831577,0.7224858,0.35642624,0.34491917,0.728652,0.64022714,0.3472754,0.9497947,0.36206353,0.72342855,0.92613745,0.6528702,0.38051766,21
22,0.3517433,0.4962278,0.47633144,0.34387562,0.47913295,0.45372593,0.34571695,0.5076326,0.48899648,0.34744522,0.45805687,0.6602992,0.34987924,0.5329293,0.7258145,0.38906822,0.3753602,0.6948432,0.38712114,0.6033759,0.5693872,0.56599855,0.36121774,0.5421537,0.5545503,0.6414473,0.5688094,0.5863051,0.4298483,0.27356914,0.6218764,0.6100309,0.20044371,0.6734803,0.4303747,0.5256549,0.67030257,0.6019696,0.50847703,0.72519207,0.34960514,0.4011289,0.742996,0.6553761,0.3238941,0.9568173,0.3668869,0.6118766,0.8727495,0.6551908,0.22857095,22
23,0.36301273,0.4955631,0.6045342,0.3528467,0.47834933,0.3971387,0.3528356,0.50645745,0.42736235,0.36191687,0.45588207,0.65598106,0.36104068,0.53350985,0.68911827,0.4087604,0.36833483,0.7782291,0.4096206,0.6094298,0.7755239,0.5781267,0.35546148,0.44512123,0.5867101,0.64018416,0.53541934,0.5990443,0.41889125,0.24932013,0.6340424,0.616045,0.18277569,0.65939003,0.4269594,0.37258804,0.65668446,0.6037502,0.40686768,0.7012992,0.34796616,0.34566155,0.67876685,0.6493349,0.28637987,0.95399225,0.37129053,0.6380029,0.83682084,0.6514125,0.13955304,23
24,0.37235758,0.49752054,0.45616457,0.36370265,0.47860426,0.44777134,0.36434346,0.5084023,0.42821643,0.3692708,0.4562802,0.662423,0.37081096,0.5334566,0.7005155,0.4204551,0.37127542,0.72267747,0.42279565,0.6097709,0.7183565,0.59697825,0.3555468,0.43988985,0.6045906,0.6436379,0.6580709,0.586062,0.43631983,0.25363284,0.6220292,0.59187174,0.14591348,0.70262146,0.43831694,0.33458638,0.6984803,0.60755,0.4340914,0.6860783,0.3450156,0.3601717,0.6804363,0.64735,0.31605178,0.9584613,0.36754796,0.54101896,0.851751,0.65729916,0.21912508,24
25,0.37765968,0.4982544,0.5735312,0.36918783,0.47998083,0.48143774,0.3682651,0.50851846,0.45264795,0.37742493,0.45474988,0.54169595,0.37797076,0.534663,0.5688362,0.43095502,0.37502497,0.7812219,0.43217552,0.60999244,0.7994602,0.6009896,0.35054538,0.507797,0.60973114,0.64559484,0.71264637,0.62023807,0.42419273,0.22413734,0.62479174,0.75671667,0.35362357,0.7054047,0.42847973,0.3406509,0.70041084,0.60482067,0.45215833,0.68868107,0.34474516,0.34834117,0.6897316,0.6455991,0.47226962,0.85964006,0.3638217,0.14162733,0.8556466,0.66505283,0.22570898,25
26,0.39032054,0.49785346,0.54824793,0.37704813,0.47836706,0.37435895,0.37574908,0.5083021,0.4137108,0.38797435,0.4564513,0.7001102,0.38576686,0.5378049,0.7402247,0.43673003,0.37589055,0.76122844,0.44413495,0.616655,0.66348684,0.62322885,0.34938115,0.49533638,0.61792266,0.64722866,0.61942786,0.6369067,0.4307482,0.16812183,0.6142783,0.7619988,0.46693492,0.7597667,0.43456113,0.4974994,0.7426864,0.61089563,0.493623,0.6547345,0.3358514,0.44199026,0.6849393,0.6415346,0.50997865,0.95408076,0.3669917,0.56390435,0.86369675,0.6483172,0.24905622,26
27,0.39787173,0.49749583,0.5896496,0.38669515,0.47766304,0.44750717,0.38739687,0.5088828,0.4864847,0.3969664,0.45600694,0.5838589,0.39520967,0.53713506,0.6491946,0.44134068,0.3775601,0.59001184,0.44951892,0.609304,0.830082,0.62538284,0.35203025,0.48299015,0.6206181,0.64978707,0.8355255,0.66860306,0.40212798,0.12280324,0.61202,0.7614748,0.5818809,0.76528305,0.4347245,0.47607976,0.75360787,0.6043807,0.5417141,0.65960723,0.37047085,0.32024008,0.6762108,0.63764614,0.45540926,0.8466503,0.354346,0.14608301,0.8542139,0.644206,0.16099569,27
28,0.40550146,0.5017086,0.52226377,0.39290422,0.48450541,0.45858878,0.39311224,0.5127011,0.45610362,0.40257168,0.46127397,0.61184263,0.40287894,0.54377913,0.64292276,0.45300767,0.3742221,0.7007524,0.46029124,0.6150768,0.64692605,0.6427514,0.3516893,0.5021237,0.62824345,0.6519805,0.79294074,0.6903224,0.3973386,0.14136712,0.6056024,0.7657726,0.4784707,0.76453507,0.42721224,0.43774575,0.74554634,0.5936918,0.3749729,0.6790743,0.37009013,0.29359752,0.6723268,0.6454415,0.31768563,0.87134737,0.3623622,0.23659377,0.9147521,0.6308224,0.32086864,28
29,0.41715455,0.49801034,0.32929203,0.40577456,0.48405892,0.48202848,0.40734458,0.5141103,0.46284214,0.41235286,0.46050072,0.57932377,0.4147588,0.5423151,0.6109798,0.46455598,0.3746183,0.76055646,0.46493515,0.6142717,0.6526834,0.6405767,0.3558354,0.45442522,0.6268358,0.6511538,0.7751824,0.68522024,0.4164334,0.14596409,0.607648,0.7643423,0.4668189,0.79019105,0.42221606,0.57567024,0.76273483,0.5960659,0.39007297,0.7396237,0.36597657,0.23783292,0.7284936,0.6356678,0.33057007,0.9468135,0.36795744,0.4078161,0.8962723,0.6018614,0.120775335,29
30,0.4240833,0.49715954,0.5751293,0.41526362,0.4789221,0.42498702,0.41522187,0.5101868,0.4141235,0.42521232,0.45297942,0.64676905,0.42452192,0.5431148,0.61122143,0.47084606,0.3762409,0.7032031,0.47193047,0.6166011,0.734153,0.6550869,0.35618302,0.47461402,0.63185525,0.65151954,0.78496265,0.66087943,0.43284857,0.12167871,0.60636085,0.7646565,0.4849498,0.8054744,0.41805646,0.45424563,0.80774134,0.5961633,0.534925,0.7850933,0.38213405,0.18875664,0.76547253,0.6300518,0.17605503,0.9282875,0.3712458,0.32195157,0.93605626,0.6012429,0.15599188,30
31,0.4364309,0.49616265,0.3584409,0.424281,0.48013934,0.4554854,0.42651185,0.5123819,0.4759505,0.43211478,0.45622414,0.6590925,0.43266863,0.53927314,0.69802624,0.47537395,0.3788817,0.7225164,0.47316462,0.6093165,0.47910964,0.65855694,0.35556647,0.5089821,0.63302714,0.6509663,0.81399995,0.6356629,0.43674207,0.11586687,0.60405296,0.76445436,0.48266327,0.8190199,0.416327,0.54252994,0.82755613,0.5945821,0.5893657,0.79167175,0.37719572,0.28499243,0.7874376,0.63311654,0.22076893,0.9110246,0.3677219,0.18265735,0.9435438,0.59900963,0.1868995,31
32,0.4343989,0.49683052,0.38497338,0.42630863,0.4792691,0.43177223,0.42658138,0.509562,0.41670197,0.43564564,0.45340776,0.6115602,0.43578202,0.536099,0.6889733,0.48781306,0.37920567,0.75051624,0.4798401,0.6045983,0.6872984,0.6608479,0.35009524,0.5211246,0.6348478,0.6509733,0.7918513,0.68875384,0.416915,0.11765617,0.59935224,0.7667622,0.26641527,0.8115436,0.41808784,0.3927592,0.82543814,0.596867,0.57177037,0.81458235,0.3756351,0.25369394,0.80252945,0.63587034,0.21351612,0.93146634,0.37122363,0.16818373,0.94645184,0.60594666,0.20297216,32
33,0.436005,0.495864,0.48376063,0.42746288,0.47822845,0.42147353,0.42847896,0.5080806,0.3857361,0.43809554,0.452458,0.54603946,0.43941197,0.5345473,0.60600543,0.48758885,0.3802337,0.56343496,0.48513347,0.6061422,0.70794576,0.66450894,0.34621757,0.44908297,0.63812876,0.6479604,0.7628045,0.6635298,0.4322769,0.14804342,0.5960199,0.7674376,0.16160706,0.832646,0.40951738,0.56494653,0.83361,0.5956411,0.50751567,0.84716284,0.38092333,0.24056311,0.84390944,0.6360967,0.21395764,0.9530364,0.38505387,0.13151166,0.9494537,0.6154869,0.175165,33
34,0.43804893,0.4974898,0.52994454,0.42988586,0.47986835,0.44628826,0.4309337,0.5092218,0.44200268,0.4392125,0.45311067,0.572578,0.44062942,0.53532976,0.5976168,0.49192366,0.37778687,0.74975514,0.48133743,0.6062498,0.6928488,0.6652115,0.34752044,0.4819737,0.63718045,0.6481745,0.77728295,0.6867389,0.41963708,0.12406582,0.598888,0.7709304,0.2014157,0.8222031,0.41313648,0.49375868,0.8282663,0.5982686,0.56534207,0.81380093,0.37654516,0.31578243,0.80033535,0.6362161,0.26577207,0.9424039,0.38362962,0.19539887,0.94827414,0.6048874,0.17946321,34
35,0.43770105,0.4972191,0.5477427,0.42981094,0.47940767,0.46639848,0.43015775,0.5087501,0.46050996,0.43891323,0.45354444,0.57931304,0.4400465,0.53581065,0.6080086,0.49293834,0.37786803,0.76084185,0.48345155,0.60911155,0.7486331,0.66528016,0.34583956,0.48359233,0.63790107,0.65098125,0.783286,0.6844963,0.41990584,0.12387793,0.6043458,0.77218485,0.29391837,0.82100964,0.41512832,0.51289093,0.8267233,0.5986869,0.59013176,0.8128642,0.37479898,0.31700638,0.79563016,0.63563013,0.31723565,0.9423453,0.38227928,0.21852662,0.95104766,0.6066054,0.2231127,35
36,0.43711933,0.49597585,0.55054116,0.42857623,0.47851694,0.50633705,0.42976993,0.5077529,0.4704724,0.43843648,0.45278975,0.58602107,0.4405225,0.5351869,0.60602057,0.48453337,0.3766663,0.58708,0.4827231,0.6086694,0.7489879,0.664123,0.34467334,0.51121116,0.6363736,0.652441,0.77816373,0.6583196,0.43108743,0.15882707,0.6066332,0.7737448,0.3217754,0.82326716,0.41509268,0.5080308,0.82662475,0.5977942,0.5864007,0.8117542,0.37409812,0.3243008,0.7969255,0.6378877,0.2786471,0.87316084,0.3702935,0.105059035,0.95229715,0.62351406,0.31438142,36
37,0.43544835,0.4961149,0.4985288,0.42734164,0.47886598,0.42286006,0.42855725,0.50814277,0.388814,0.43853277,0.4534044,0.5167028,0.44032222,0.5340279,0.56869847,0.49338135,0.3781831,0.7081329,0.48352498,0.60399765,0.711645,0.6662394,0.34614873,0.49401855,0.635005,0.6542218,0.74511623,0.68642735,0.4185667,0.1256594,0.604186,0.77216136,0.31892163,0.82407415,0.4130224,0.4709732,0.83060163,0.59406406,0.5102221,0.84644055,0.37325984,0.25695762,0.84067005,0.6388802,0.20485638,0.9555285,0.38738298,0.15122911,0.953675,0.6183273,0.19586177,37
38,0.4360796,0.49672395,0.52486646,0.42856595,0.47917148,0.46815023,0.4287072,0.50895905,0.45203096,0.437262,0.45433104,0.58862424,0.43737566,0.53669316,0.66476643,0.48807746,0.37726408,0.77850527,0.47854114,0.60702,0.70521706,0.6625432,0.34627998,0.55099547,0.63412917,0.65539324,0.7792247,0.71234334,0.41032737,0.1422692,0.60735345,0.7733648,0.4200906,0.8183099,0.41523707,0.55022824,0.8257483,0.59721464,0.5819881,0.8118617,0.3686394,0.285892,0.79637456,0.6383272,0.26529944,0.93574846,0.37201637,0.1742492,0.95327795,0.6163889,0.24884385,38
39,0.4361003,0.49695,0.5004779,0.4283591,0.47922397,0.46222734,0.4284206,0.5088073,0.4427276,0.4359096,0.4547301,0.60104495,0.43624467,0.5358471,0.6919312,0.48738164,0.37338626,0.74654585,0.4775928,0.60468954,0.68352234,0.6621083,0.3469741,0.5315722,0.6327821,0.65612376,0.7727537,0.7108764,0.40806505,0.13547316,0.60651666,0.77262276,0.39892378,0.8113329,0.41555652,0.41304857,0.82554185,0.5957774,0.5737999,0.8113253,0.37427074,0.28082636,0.79970497,0.6371893,0.21911524,0.93338794,0.37323043,0.1642754,0.95477426,0.6105896,0.23442608,39
40,0.43742764,0.4966985,0.47503453,0.42899328,0.47913927,0.3922053,0.42958412,0.5086186,0.36239722,0.43546343,0.45466816,0.5612893,0.43754447,0.5358198,0.6480302,0.48944068,0.3745886,0.7300993,0.480509,0.60356534,0.66007066,0.6611033,0.35011685,0.4926499,0.6313946,0.6574015,0.7389786,0.7117131,0.40579647,0.13775373,0.60646486,0.76942384,0.3564303,0.80525994,0.41636345,0.44023538,0.8115698,0.5929083,0.47492203,0.8244251,0.36987528,0.20650226,0.7986497,0.6376402,0.21135373,0.93906915,0.3772192,0.3058591,0.94324684,0.6146157,0.30692434,40
41,0.43689013,0.4968971,0.43249848,0.42835176,0.47906184,0.372553,0.42911732,0.50894314,0.3462155,0.43528613,0.45439526,0.57552963,0.43763885,0.5362114,0.6530303,0.4900763,0.37508607,0.70597994,0.48202038,0.6020094,0.6582348,0.6622293,0.3503446,0.47262344,0.63262093,0.6565243,0.73703414,0.7140476,0.4077282,0.13880925,0.60561764,0.76915616,0.30985427,0.8158462,0.41315687,0.543044,0.8235879,0.5940609,0.55793846,0.84708184,0.3728523,0.23651506,0.82395613,0.636968,0.18981516,0.9402208,0.38159567,0.27625197,0.94853866,0.61118793,0.27425668,41
